Transaction_id,Date,Supplier_Name,Category,Quantity,Tax,Selling_Price,Cost_Price,Profit,Discount
28,14-03-2022,Pehnava,Dress Material,1,0,3500,2150,1350,850
29,20-03-2022,Pehnava,Dress Material,1,0,1750,1595,155,1050
31,15-03-2022,Pehnava,Dress Material,1,0,3850,1550,2300,0
31,15-03-2022,Pehnava,Dress Material,1,0,3650,1250,2400,0
32,15-03-2022,Pehnava,Dress Material,1,0,4500,1750,2750,0
33,16-03-2022,Nazakat,Dress Material,1,0,8500,4500,4000,0
34,16-03-2022,Pehnava,Dress Material,1,0,4200,1750,2450,300
35,16-03-2022,Pehnava,Dress Material,1,0,4500,1750,2750,2000
35,16-03-2022,Pehnava,Dress Material,1,0,3500,2550,950,850
35,21-06-2022,Pehnava,Dress Material,2,29.86,5900,3700,2170.14,750
36,16-03-2022,Pehnava,Dress Material,1,0,3100,1350,1750,150
37,20-03-2022,Pehnava,Dress Material,1,0,4850,2150,2700,0
38,20-03-2022,Pehnava,Dress Material,1,0,3850,1950,1900,0
39,20-03-2022,Pehnava,Dress Material,1,0,3450,1395,2055,0
39,20-03-2022,Pehnava,Dress Material,1,0,3450,1395,2055,0
41,09-04-2022,Pehnava,Dress Material,2,0,15000,6500,8500,0
42,22-03-2022,Pehnava,Dress Material,1,0,2200,1250,950,1050
43,23-03-2022,Pehnava,Dress Material,1,0,6500,3850,2650,1000
43,23-03-2022,Pehnava,Dress Material,1,0,6000,3250,2750,500
43,23-03-2022,Pehnava,Dress Material,1,0,3200,1800,1400,250
44,24-03-2022,Vandana,Dress Material,1,0,15500,10500,5000,2000
44,24-04-2023,ADA,Dress Material,7,692.02,83950,52500,30757.98,9500
45,11-04-2022,TATA,Dress Material,2,0,12500,6800,5700,850
46,17-05-2023,Savita's Design,Saree,10,77.62,10800,7500,3222.38,10800
47,26-03-2022,Pehnava,Dress Material,1,0,2000,1350,650,1250
50,28-03-2022,Pehnava,Dress Material,1,0,3850,1575,2275,0
50,28-03-2022,Pehnava,Dress Material,1,0,3450,1395,2055,0
50,28-03-2022,Pehnava,Dress Material,1,0,6850,3350,3500,0
51,28-03-2022,Pehnava,Dress Material,1,0,6000,3395,2605,1850
51,28-03-2022,Pehnava,Dress Material,1,0,3950,1895,2055,0
51,28-03-2022,Pehnava,Dress Material,1,0,2000,1250,750,900
51,28-03-2022,Pehnava,Dress Material,1,0,5500,2750,2750,0
51,11-04-2022,TATA,Dress Material,2,0,14900,8500,6400,2100
52,30-03-2022,Pehnava,Dress Material,1,0,5500,4750,750,4000
53,04-04-2022,Pehnava,Dress Material,1,0,3500,1695,1805,750
53,04-04-2022,Pehnava,Dress Material,1,0,3500,2750,750,2000
54,04-04-2022,Pehnava,Dress Material,1,29.86,3000,1493.47,1476.67,650
54,04-04-2022,Pehnava,Dress Material,1,29.86,3000,1448.52,1521.62,250
54,12-12-2022,Pehnava,Dress Material,5,115.22,14430,7000,7314.78,50
55,07-04-2022,Mama Prints,Dress Material,3,40.06,4025,2130,1854.94,125
55,16-04-2022,Mama Prints,Dress Material,6,78.1,7850,5100,2671.9,350
56,05-04-2022,Pehnava,Dress Material,1,27.86,2800,1148.83,1623.31,450
56,05-04-2022,Pehnava,Dress Material,1,17.92,1800,949.03,833.05,450
56,05-04-2022,Pehnava,Dress Material,1,29.86,3000,1648.31,1321.83,850
57,05-04-2022,Pehnava,Dress Material,1,27.86,2800,1248.72,1523.42,450
57,05-04-2022,Pehnava,Dress Material,1,34.32,3450,1448.52,1967.16,0
57,05-04-2022,Pehnava,Dress Material,1,17.92,1800,950,832.08,350
57,05-04-2022,Pehnava,Dress Material,1,24.88,2500,925,1550.12,350
59,05-04-2022,Savita's Design,Dress Material,1,0,2950,1495,1455,0
59,05-04-2022,Pehnava,Dress Material,1,38.3,3850,1593.37,2218.33,0
59,05-04-2022,Pehnava,Dress Material,1,36.32,3650,1650,1963.68,0
59,05-04-2022,Pehnava,Dress Material,1,32.34,3250,1425,1792.66,0
59,05-04-2022,Pehnava,Dress Material,1,32.34,3250,1295,1922.66,0
59,05-04-2022,Savita's Design,Saree,1,0,17000,12500,4500,2000
59,19-03-2023,Pehnava,Saree,2,77.12,18250,18000,172.88,5000
60,05-04-2022,Pehnava,Dress Material,1,0,3450,1575,1875,0
60,05-04-2022,Pehnava,Dress Material,1,38.3,3850,1548.42,2263.28,0
60,05-04-2022,Pehnava,Dress Material,1,32.34,3250,1448.52,1769.14,0
60,05-04-2022,Pehnava,Dress Material,1,39.3,3950,1948.01,1962.69,0
60,05-04-2022,Pehnava,Dress Material,1,38.3,3850,1648.31,2163.39,0
60,05-04-2022,Pehnava,Dress Material,1,36.32,3650,1025,2588.68,0
60,05-04-2022,Pehnava,Dress Material,1,36.32,3650,1650,1963.68,0
60,05-04-2022,Pehnava,Dress Material,1,37.32,3750,1795,1917.68,0
60,05-04-2022,Pehnava,Dress Material,1,31.34,3150,895,2223.66,0
60,05-04-2022,Pehnava,Dress Material,1,32.34,3250,1425,1792.66,0
61,07-04-2022,TATA,Dress Material,1,0,3850,1695,2155,0
61,07-04-2022,Pehnava,Dress Material,1,38.3,3850,1748.21,2063.49,0
61,07-04-2022,Poshakh,Dress Material,1,0,3650,1825,1825,0
61,10-04-2022,Pehnava,Dress Material,5,0,28500,18750,9750,3000
62,07-04-2022,Pehnava,Dress Material,1,15.42,1550,750,784.58,0
63,09-04-2022,Pehnava,Dress Material,1,39.8,4000,2347.6,1612.6,550
64,09-04-2022,Pehnava,Dress Material,1,24.88,2500,1425,1050.12,750
65,09-04-2022,H V,Dress Material,1,44.78,4500,3000,1455.22,1000
65,09-04-2022,Savita's Design,Dress Material,1,0,5000,3350,1650,1500
67,09-04-2022,Pehnava,Dress Material,1,15.92,1600,1050,534.08,350
68,10-04-2022,Poshakh,Dress Material,1,0,3000,2750,250,2500
69,10-04-2022,Pehnava,Dress Material,1,12.44,1250,650,587.56,0
71,11-04-2022,Pehnava,Dress Material,1,78.1,7850,2647.29,5124.61,0
71,11-04-2022,Pehnava,Dress Material,1,64.68,6500,2492.45,3942.87,350
71,11-04-2022,Neelam,Dress Material,1,45.28,4550,2092.86,2411.86,0
71,11-04-2022,Pehnava,Dress Material,2,169.14,17000,9600,7230.86,2000
71,13-09-2022,Vandana,Dress Material,3,134.34,22000,12000,9865.66,3500
72,11-04-2022,Pehnava,Dress Material,1,64.68,6500,2747.19,3688.13,1350
72,11-04-2022,Pehnava,Dress Material,1,14.92,1500,725,760.08,50
72,11-04-2022,Pehnava,Dress Material,1,27.86,2800,2350,422.14,1550
73,07-05-2022,Pehnava,Dress Material,2,44.78,8000,6500,1455.22,4000
74,11-04-2022,Pehnava,Dress Material,1,24.88,2500,1493.47,981.65,450
74,11-04-2022,Pehnava,Dress Material,1,27.86,2800,1448.52,1323.62,850
74,11-04-2022,Pehnava,Dress Material,1,14.92,1500,1050,435.08,450
75,13-04-2022,Pehnava,Dress Material,1,32.34,3250,1448.52,1769.14,0
75,13-04-2022,Pehnava,Dress Material,1,32.34,3250,1148.83,2068.83,0
76,13-04-2022,Pehnava,Dress Material,1,0,3190,1595,1595,0
76,13-04-2022,Pehnava,Dress Material,1,0,2850,1450,1400,0
77,13-04-2022,Pehnava,Dress Material,1,27.86,2800,1748.21,1023.93,1150
77,13-04-2022,Pehnava,Dress Material,1,30.34,3050,1493.47,1526.19,600
77,13-04-2022,Pehnava,Dress Material,1,15.42,1550,725,809.58,0
77,13-04-2022,Pehnava,Dress Material,1,17.92,1800,925,857.08,1350
78,14-04-2022,Pehnava,Dress Material,1,14.92,1500,795,690.08,450
79,14-04-2022,Pehnava,Dress Material,1,27.86,2800,1393.57,1378.57,450
80,14-04-2022,Pehnava,Dress Material,1,28.36,2850,1073.75,1747.89,0
80,14-04-2022,Pehnava,Dress Material,1,32.34,3250,1493.47,1724.19,0
80,14-04-2022,Pehnava,Dress Material,1,32.34,3250,1348.62,1869.04,0
80,14-04-2022,Pehnava,Dress Material,1,34.32,3450,1393.57,2022.11,0
80,14-04-2022,Pehnava,Dress Material,1,39.8,4000,2350,1610.2,350
80,14-04-2022,Nazakat,Kurti,1,0,3800,3500,300,2700
80,14-02-2023,Lucknow Chicken Factory,Dress Material,3,149.24,21800,16500,5150.76,2700
81,16-04-2022,Vandana,Dress Material,1,64.68,6500,4000,2435.32,1000
81,16-04-2022,TATA,Dress Material,1,0,1850,1450,400,1400
81,16-04-2022,Savita's Design,Dress Material,1,0,5500,2395,3105,750
81,16-04-2022,Savita's Design,Dress Material,1,27.86,2800,1393.57,1378.57,850
81,16-04-2022,Pehnava,Dress Material,1,0,4500,4000,500,3000
81,16-04-2022,Pehnava,Dress Material,1,11.94,1200,800,388.06,0
81,16-04-2022,Neelam,Dress Material,1,0,3300,1825,1475,350
81,16-04-2022,Vandana,Dress Material,1,0,8500,9500,-1000,9000
81,18-04-2022,Savita's Design,Dress Material,2,0,10500,7000,3500,1500
81,11-04-2023,Pehnava,Dress Material,3,37.76,5795,4650,1107.24,1050
83,18-04-2022,Savita's Design,Dress Material,1,0,2800,1550,1250,1050
83,18-04-2022,Pehnava,Dress Material,1,27.86,2800,1348.62,1423.52,650
83,18-04-2022,Pehnava,Dress Material,1,34.82,3500,1800,1665.18,0
84,18-04-2022,Pehnava,Dress Material,1,88.06,8850,3746.17,5015.77,0
85,18-04-2022,Pehnava,Dress Material,1,0,2000,1650,350,2150
86,14-02-2023,TATA,Dress Material,3,99.5,17000,10500,6400.5,3000
87,30-01-2023,Nazakat,Dress Material,4,432.84,54000,38000,15567.16,6000
88,19-04-2022,Pehnava,Dress Material,1,0,2000,1750,250,1500
89,17-07-2022,Lucknow Chicken Factory,Dress Material,3,164.18,25000,22500,2335.82,7000
90,20-04-2022,Savita's Design,Dress Material,1,29.86,3000,1693.27,1276.87,850
90,20-04-2022,Pehnava,Dress Material,1,29.86,3000,1495,1475.14,450
90,20-04-2022,Pehnava,Dress Material,1,27.86,2800,1600,1172.14,200
91,20-04-2022,Pehnava,Dress Material,1,11.94,1200,925,263.06,950
92,21-08-2022,Nazakat,Dress Material,3,104.48,28500,16500,11895.52,9000
95,21-04-2022,Pehnava,Dress Material,1,38.3,3850,1450,2361.7,0
96,24-04-2022,Pehnava,Dress Material,1,27.86,2800,1395,1377.14,650
96,24-04-2022,Pehnava,Dress Material,1,19.9,2000,1450,530.1,1250
97,24-04-2022,Pehnava,Dress Material,1,54.72,5500,2595,2850.28,3000
97,24-04-2022,Pehnava,Dress Material,1,36.82,3700,1850,1813.18,250
97,24-04-2022,Pehnava,Dress Material,1,37.82,3800,1750,2012.18,50
97,24-04-2022,Pehnava,Dress Material,1,36.82,3700,2150,1513.18,250
97,24-04-2022,Pehnava,Dress Material,1,34.32,3450,1450,1965.68,0
97,24-04-2022,Pehnava,Dress Material,1,34.82,3500,1750,1715.18,0
98,24-04-2022,Pehnava,Dress Material,1,39.3,3950,2150,1760.7,0
98,24-04-2022,Pehnava,Dress Material,1,39.3,3950,1950,1960.7,0
98,24-04-2022,Pehnava,Dupatta,1,34.82,3500,1750,1715.18,0
98,28-04-2022,H V,Dress Material,2,66.68,6700,5700,933.32,2300
99,24-04-2022,Savita's Design,Dress Material,1,32.34,3250,1250,1967.66,0
99,24-04-2022,Pehnava,Dupatta,1,139.3,14000,8000,5860.7,0
100,26-04-2022,TATA,Dress Material,1,29.86,3000,1595,1375.14,950
100,26-04-2022,Pehnava,Dress Material,1,27.86,2800,1395,1377.14,1050
100,26-04-2022,Pehnava,Dress Material,1,17.92,1800,1150,632.08,1100
101,26-04-2022,Vandana,Dress Material,1,54.72,5500,3500,1945.28,2000
102,27-04-2022,Savita's Design,Dress Material,1,74.62,7500,4000,3425.38,0
103,27-04-2022,Pehnava,Dress Material,1,23.88,2400,850,1526.12,450
104,27-04-2022,Savita's Design,Dress Material,1,0,2800,1495,1305,1050
104,27-04-2022,Pehnava,Dress Material,1,49.76,5000,2991.94,1958.3,2850
104,27-04-2022,Pehnava,Dress Material,1,29.86,3000,1950,1020.14,1150
104,27-04-2022,Pehnava,Dress Material,1,27.86,2800,1395,1377.14,450
104,27-04-2022,Pehnava,Dress Material,1,39.8,4000,3800,160.2,3500
105,27-04-2022,TATA,Dress Material,1,34.82,3500,2147.8,1317.38,750
105,27-04-2022,Pehnava,Dress Material,1,29.86,3000,1825,1145.14,650
106,27-04-2022,TATA,Dress Material,1,94.52,9500,6000,3405.48,0
106,27-04-2022,TATA,Dress Material,1,99.5,10000,6000,3900.5,0
106,25-05-2022,TATA,Dress Material,3,124.36,12500,5550,6825.64,2000
108,28-04-2022,Pehnava,Dress Material,1,20.9,2100,995,1084.1,50
108,28-04-2022,Pehnava,Dress Material,1,19.9,2000,1395,585.1,1450
109,28-04-2022,Pehnava,Dress Material,1,12.94,1300,925,362.06,850
109,28-04-2022,Pehnava,Dress Material,2,17.92,1800,2100,-317.92,1250
110,02-05-2022,TATA,Dress Material,1,54.72,5500,7500,-2054.72,5000
111,02-05-2022,Pehnava,Dress Material,1,15.92,1600,850,734.08,350
111,02-05-2022,Pehnava,Dress Material,1,29.86,3000,2450,520.14,2250
112,02-05-2022,Pehnava,Dress Material,1,10.94,1100,1095,-5.94,1150
113,02-05-2022,Pehnava,Dress Material,1,24.88,2500,1495,980.12,750
114,07-05-2022,Pehnava,Dress Material,1,0,4500,2295,2205,2000
114,07-05-2022,Pehnava,Dress Material,1,49.76,5000,2847.01,2103.23,3850
114,07-05-2022,Vandana,Dress Material,2,109.46,11000,11000,-109.46,4500
115,07-05-2022,Vandana,Dress Material,1,44.78,4500,2150,2305.22,50
115,07-05-2022,Pehnava,Dress Material,1,124.38,12500,8500,3875.62,2000
116,07-05-2022,Pehnava,Dress Material,1,0,2800,1250,1550,200
116,07-05-2022,Pehnava,Dress Material,1,44.78,4500,2991.94,1463.28,3350
116,07-05-2022,Pehnava,Dress Material,1,32.34,3250,1295,1922.66,0
116,07-05-2022,Pehnava,Dress Material,1,11.94,1200,650,538.06,50
116,07-05-2022,Pehnava,Dress Material,1,27.86,2800,1450,1322.14,450
116,07-05-2022,Pehnava,Dress Material,1,27.86,2800,1495,1277.14,450
116,07-05-2022,Pehnava,Dress Material,1,37.82,3800,2150,1612.18,1700
117,07-05-2022,Pehnava,Dress Material,1,31.84,3200,1895,1273.16,1300
117,07-05-2022,Pehnava,Dress Material,1,31.84,3200,1695,1473.16,750
117,07-05-2022,Pehnava,Dress Material,1,38.8,3900,2150,1711.2,1600
118,07-05-2022,Pehnava,Dress Material,1,44.78,4500,3350,1105.22,2350
118,07-05-2022,Pehnava,Dress Material,1,47.76,4800,3546.37,1205.87,3050
118,07-05-2022,Pehnava,Dress Material,1,31.84,3200,2150,1018.16,950
118,07-05-2022,Pehnava,Dress Material,1,29.86,3000,1595,1375.14,650
119,10-05-2022,TATA,Dress Material,1,94.52,9500,7500,1905.48,6000
120,10-05-2022,Pehnava,Dress Material,1,54.72,5500,2991.94,2453.34,2350
120,10-05-2022,Pehnava,Dress Material,1,44.78,4500,2150,2305.22,50
121,15-05-2022,Thakkur,Dress Material,1,27.86,2800,1350,1422.14,0
121,13-09-2022,Thakkur,Dress Material,2,47.26,4750,3100,1602.74,1750
122,15-05-2022,Pehnava,Dress Material,1,27.86,2800,1395,1377.14,400
122,15-05-2022,Pehnava,Dress Material,1,21.9,2200,995,1183.1,0
122,15-05-2022,Pehnava,Dress Material,1,30.84,3100,1350,1719.16,550
123,15-05-2022,Pehnava,Dress Material,1,0,5500,3350,2150,850
123,15-05-2022,Pehnava,Dress Material,1,35.82,3600,1850,1714.18,0
123,15-05-2022,Pehnava,Dress Material,1,34.82,3500,2095,1370.18,700
123,15-05-2022,Pehnava,Dress Material,1,34.82,3500,2250,1215.18,950
123,15-05-2022,Pehnava,Dress Material,1,39.8,4000,2250,1710.2,1800
123,15-05-2022,Pehnava,Dress Material,1,28.86,2900,1595,1276.14,450
123,15-05-2022,Pehnava,Dress Material,1,84.58,8500,3495,4920.42,0
123,15-05-2022,Pehnava,Dress Material,1,79.6,8000,5295,2625.4,1500
124,15-05-2022,Vandana,Dress Material,1,38.3,3850,1825,1986.7,0
124,15-05-2022,Pehnava,Dress Material,1,36.32,3650,1750,1863.68,0
124,15-05-2022,Poshakh,Dress Material,1,144.28,14500,7500,6855.72,0
124,24-05-2022,Pehnava,Dress Material,2,248.76,25000,17000,7751.24,2000
124,21-07-2022,Pehnava,Dress Material,4,174.14,17500,14000,3325.86,3750
125,15-05-2022,Pehnava,Dress Material,1,32.34,3250,1495,1722.66,0
125,15-05-2022,Pehnava,Dress Material,1,45.78,4600,2395,2159.22,0
125,15-05-2022,Naveen,Dress Material,1,89.56,9000,7000,1910.44,4500
125,06-09-2022,TATA,Dress Material,15,218.96,22000,11250,10531.04,750
126,17-05-2022,Pehnava,Dress Material,1,24.88,2500,1250,1225.12,100
126,17-05-2022,Pehnava,Dress Material,1,24.88,2500,1225,1250.12,100
127,17-05-2022,Pehnava,Dress Material,1,34.82,3500,1750,1715.18,850
127,17-05-2022,Pehnava,Dress Material,1,30.84,3100,1750,1319.16,700
127,17-05-2022,Pehnava,Dress Material,1,30.84,3100,1695,1374.16,850
128,21-05-2022,Pehnava,Dress Material,1,29.86,3000,1825,1145.14,750
128,21-05-2022,Pehnava,Dress Material,1,29.86,3000,1850,1120.14,700
129,21-05-2022,Vandana,Dress Material,1,31.34,3150,1395,1723.66,0
129,21-05-2022,Pehnava,Dress Material,1,68.66,6900,5000,1831.34,2850
130,24-05-2022,Pehnava,Dress Material,1,54.72,5500,2395,3050.28,0
131,24-05-2022,Vandana,Dress Material,1,20.9,2100,995,1084.1,0
131,24-05-2022,Vandana,Dress Material,1,20.9,2100,995,1084.1,0
131,24-05-2022,Pehnava,Dress Material,1,34.82,3500,1705,1760.18,0
131,24-05-2022,Pehnava,Dress Material,1,44.78,4500,3055,1400.22,2000
132,24-05-2022,Vandana,Dress Material,1,54.72,5500,2695,2750.28,0
133,24-05-2022,Pehnava,Dress Material,1,13.94,1400,750,636.06,400
133,24-05-2022,Pehnava,Dress Material,1,13.94,1400,750,636.06,500
134,24-05-2022,Vandana,Dress Material,1,44.78,4500,2245,2210.22,0
134,24-05-2022,Vandana,Dress Material,1,54.72,5500,2695,2750.28,0
135,24-05-2022,Vandana,Dress Material,1,38.3,3850,1750,2061.7,0
135,24-05-2022,TATA,Dress Material,1,74.62,7500,3495,3930.38,0
135,24-05-2022,Pehnava,Dress Material,1,74.62,7500,4400,3025.38,1450
135,24-05-2022,Savita's Design,Dress Material,1,94.52,9500,6000,3405.48,1000
135,26-06-2022,Pehnava,Dress Material,2,208.96,21000,13000,7791.04,0
136,24-05-2022,Vandana,Dress Material,1,32.34,3250,1350,1867.66,0
136,24-05-2022,Vandana,Dress Material,1,34.82,3500,1495,1970.18,0
136,24-05-2022,Vandana,Dress Material,1,64.68,6500,4250,2185.32,2000
136,24-05-2022,Vandana,Dress Material,1,144.28,14500,8250,6105.72,0
136,24-05-2022,TATA,Dress Material,1,134.32,13500,7500,5865.68,3000
136,24-05-2022,Pehnava,Dress Material,1,134.32,13500,8500,4865.68,3000
136,24-05-2022,Pehnava,Dress Material,1,154.72,15550,8000,7395.28,0
137,24-05-2022,Vandana,Dress Material,1,44.78,4500,1950,2505.22,0
137,24-05-2022,Pehnava,Dress Material,1,35.82,3600,1850,1714.18,0
137,24-05-2022,Pehnava,Dress Material,1,46.26,4650,2425,2178.74,0
138,25-05-2022,Vandana,Dress Material,1,94.52,9500,4995,4410.48,0
138,25-05-2022,Vandana,Dress Material,1,54.72,5500,2395,3050.28,0
138,25-05-2022,TATA,Dress Material,1,77.12,7750,3500,4172.88,0
138,25-05-2022,Pehnava,Dress Material,1,89.56,9000,7000,1910.44,2500
138,25-05-2022,Pehnava,Dress Material,1,124.38,12500,7000,5375.62,3000
139,25-05-2022,Vandana,Dress Material,1,14.92,1500,595,890.08,0
139,25-05-2022,Pehnava,Dress Material,1,19.9,2000,995,985.1,400
139,25-05-2022,Pehnava,Dress Material,1,27.86,2800,1395,1377.14,400
139,25-05-2022,Pehnava,Dress Material,1,37.82,3800,2395,1367.18,2700
139,25-05-2022,Pehnava,Dress Material,1,29.86,3000,2695,275.14,2200
141,15-08-2022,TATA,Dress Material,3,75.62,7600,6450,1074.38,1850
142,31-05-2022,Pehnava,Dress Material,1,19.9,2000,995,985.1,400
143,31-05-2022,TATA,Dress Material,1,159.2,16000,18000,-2159.2,16500
143,31-05-2022,Nazakat,Dress Material,1,64.68,6500,6250,185.32,6000
144,31-05-2022,Pehnava,Dress Material,1,17.42,1750,850,882.58,500
146,31-05-2022,Vandana,Dress Material,1,144.28,14500,11500,2855.72,5000
146,31-05-2022,Vandana,Dress Material,1,134.82,13550,7500,5915.18,0
146,31-05-2022,Vandana,Dress Material,1,154.22,15500,10000,5345.78,1095
146,22-08-2022,Vandana,Dress Material,2,189.06,19000,12000,6810.94,2000
147,05-06-2022,H V,Dress Material,1,69.66,7000,4395,2535.34,2500
147,05-06-2022,Pehnava,Dress Material,1,79.6,8000,4395,3525.4,1550
147,05-06-2022,Pehnava,Dress Material,1,39.8,4000,2895,1065.2,1250
147,05-06-2022,TATA,Dress Material,1,69.66,7000,1870,5060.34,500
147,06-10-2022,Pehnava,Dress Material,2,104.48,10500,7000,3395.52,2500
148,05-06-2022,Pehnava,Dress Material,1,19.9,2000,1095,885.1,500
149,05-06-2022,TATA,Dress Material,1,54.72,5500,3500,1945.28,2000
150,05-06-2022,Vandana,Dress Material,1,31.84,3200,1705,1463.16,300
152,05-06-2022,Pehnava,Dress Material,1,94.52,9500,4395,5010.48,0
153,05-06-2022,Vandana,Dress Material,1,89.56,9000,3846.09,5064.35,850
153,05-06-2022,Pehnava,Dress Material,1,184.58,18550,9550,8815.42,0
154,06-06-2022,Pehnava,Dress Material,1,44.78,4500,2847.01,1608.21,2350
155,06-06-2022,H V,Dress Material,1,66.66,6700,3570,3063.34,800
156,08-06-2022,Pehnava,Dress Material,1,164.18,16500,11500,4835.82,3050
156,08-06-2022,Savita's Design,Dress Material,1,104.48,10500,3595,6800.52,1000
156,08-06-2022,Vandana,Dress Material,2,149.24,15000,6300,8550.76,1000
156,10-07-2022,Vandana,Dress Material,4,278.6,28000,22000,5721.4,4000
157,08-06-2022,H V,Dress Material,1,34.82,3500,1895,1570.18,150
157,08-06-2022,Pehnava,Dress Material,1,69.66,7000,3395,3535.34,500
157,08-06-2022,Pehnava,Dress Material,1,59.7,6000,1775,4165.3,500
160,08-06-2022,Pehnava,Dress Material,1,16.42,1650,895,738.58,650
161,08-06-2022,Savita's Design,Dress Material,1,21.4,2150,995,1133.6,0
161,08-06-2022,Pehnava,Dress Material,1,38.76,3895,1595,2261.24,0
161,08-06-2022,Pehnava,Dress Material,1,32.34,3250,1195,2022.66,0
161,08-06-2022,Pehnava,Dress Material,1,24.88,2500,1095,1380.12,0
161,08-06-2022,Pehnava,Dress Material,1,31.34,3150,1495,1623.66,0
161,08-06-2022,Pehnava,Dress Material,1,36.32,3650,1895,1718.68,0
161,08-06-2022,Pehnava,Dress Material,1,38.3,3850,1750,2061.7,0
161,08-06-2022,Pehnava,Dress Material,1,44.78,4500,2095,2360.22,0
161,08-06-2022,Pehnava,Dress Material,1,15.42,1550,750,784.58,0
162,12-06-2022,Vandana,Saree,1,104.48,10500,9000,1395.52,7500
162,12-06-2022,Savita's Design,Dress Material,1,89.56,9000,6000,2910.44,1500
162,12-06-2022,H V,Dress Material,2,119.4,12000,7700,4180.6,2000
163,12-06-2022,Vandana,Dress Material,1,144.28,14500,7000,7355.72,1000
164,12-06-2022,Vandana,Dress Material,1,74.62,7500,4750,2675.38,1700
165,12-06-2022,Vandana,Dress Material,1,124.38,12500,7950,4425.62,2000
